CCN,Provider_Name,State,num_certified_beds,avg_residents_per_day,occupancy_pct,own_for_profit_llc,own_for_profit_corp,own_for_profit_indiv,own_for_profit_partner,own_non_profit_corp,own_non_profit_other,own_non_profit_church,own_govt,is_medicare_and_medicaid,resides_in_hospital,in_chain,n_facilities_in_chain,is_ccrc,rating_overall,rating_health,rating_staffing,rating_qm,rating_qm_long,rating_qm_short,staff_total_hours,staff_rn_hours,staff_lpn_hours,staff_aide_hours,nursing_casemix_index,cycle1_deficiencies,cycle1_health_score,cycle1_total_score,total_weighted_health,infection_citations,health_inspection_overdue,ownership_changed_12m,sprinklers_full,flagged
515087,CEDAR RIDGE CENTER,WV,119.0,111.4,0.9361344537815126,0,1,0,0,0,0,0,0,1,0,1,191.0,0,3.0,3.0,3.0,4.0,4.0,3.0,3.29723,0.45279,1.0008,1.84364,1.51161,32.0,513.0,770.0,718.0,9.0,0,0,0,1
515088,Raleigh Center,WV,68.0,65.3,0.9602941176470587,1,0,0,0,0,0,0,0,1,0,1,191.0,0,3.0,3.0,2.0,4.0,5.0,3.0,3.34812,0.71099,0.85815,1.77898,1.66231,19.0,104.0,104.0,92.0,0.0,0,0,0,0
515089,CHARLESTON HEALTHCARE CENTER,WV,150.0,145.5,0.97,0,1,0,0,0,0,0,0,1,0,1,122.0,0,3.0,2.0,3.0,5.0,5.0,5.0,4.12715,0.62838,1.33611,2.16266,1.49308,23.0,132.0,132.0,162.0,0.0,0,0,0,0
515099,ROANE GENERAL HOSPITAL,WV,35.0,32.4,0.9257142857142857,0,0,0,0,1,0,0,0,1,1,0,0.0,0,5.0,4.0,4.0,5.0,5.0,3.0,4.63515,0.47978,1.41443,2.74094,1.13682,12.0,64.0,64.0,61.0,0.0,0,0,0,0
515100,WHITE SULPHUR SPRINGS CENTER,WV,68.0,63.7,0.9367647058823529,0,1,0,0,0,0,0,0,1,0,1,191.0,0,3.0,2.0,2.0,5.0,5.0,5.0,3.20456,0.73437,0.73566,1.73453,1.72581,10.0,156.0,156.0,194.5,0.0,0,0,0,0
515102,PARKERSBURG CENTER,WV,66.0,63.7,0.9651515151515152,0,1,0,0,0,0,0,0,1,0,1,191.0,0,1.0,1.0,2.0,3.0,5.0,1.0,3.03392,0.72626,0.51473,1.79293,1.57532,28.0,242.0,242.0,213.5,0.0,0,0,0,0
515103,GLENVILLE HEALTH & REHAB,WV,65.0,63.1,0.9707692307692308,0,1,0,0,0,0,0,0,1,0,1,43.0,0,1.0,2.0,1.0,1.0,2.0,1.0,3.03103,0.44212,0.62998,1.95893,1.38162,17.0,100.0,150.0,138.5,0.0,0,0,0,0
515104,"MADISON, THE",WV,62.0,53.4,0.8612903225806451,0,0,0,1,0,0,0,0,1,0,1,191.0,0,1.0,1.0,2.0,4.0,4.0,4.0,3.33459,0.56815,0.91435,1.85209,1.57037,18.0,305.0,458.0,362.5,0.0,0,0,0,1
515105,ROSEWOOD CENTER,WV,69.0,63.8,0.9246376811594202,0,1,0,0,0,0,0,0,1,0,1,191.0,0,2.0,2.0,2.0,3.0,4.0,2.0,3.14481,0.63688,0.57878,1.92915,1.43595,33.0,196.0,196.0,189.0,0.0,0,0,0,0
515106,TEAYS VALLEY CENTER,WV,124.0,119.4,0.9629032258064517,0,1,0,0,0,0,0,0,1,0,1,191.0,0,1.0,1.0,3.0,4.0,4.0,3.0,3.2263,0.76494,0.92071,1.54066,1.54663,21.0,232.0,348.0,279.0,0.0,0,0,0,0
515107,United Transitional Care Center,WV,32.0,24.2,0.75625,0,0,0,0,1,0,0,0,0,1,0,0.0,0,5.0,5.0,5.0,5.0,4.0,5.0,7.15191,2.47978,1.72888,2.94326,1.65059,3.0,20.0,20.0,18.0,0.0,0,0,0,0
515110,THOMAS HOSPITALS SKILLED NURSING UNIT,WV,29.0,15.6,0.5379310344827586,0,0,0,0,1,0,0,0,0,1,1,7.0,0,5.0,5.0,5.0,3.0,4.0,3.0,7.91093,3.45216,1.49339,2.96538,1.32375,4.0,32.0,32.0,34.0,0.0,0,0,0,0
515113,ST. MARY'S HOSPITAL,WV,19.0,2.7,0.14210526315789473,0,0,0,0,1,0,0,0,0,1,0,0.0,0,5.0,5.0,3.0,5.0,4.0,5.0,3.69241,0.57797,0.8502,2.23171,1.344855,7.0,36.0,36.0,34.0,2.0,0,0,0,0
515116,TYGART VALLEY HEALTH & REHABILITATION,WV,60.0,55.7,0.9283333333333333,0,1,0,0,0,0,0,0,1,0,1,43.0,0,3.0,3.0,2.0,4.0,4.0,3.0,3.4208,0.33018,1.02924,2.06138,1.3483,10.0,56.0,56.0,76.0,0.0,0,0,0,0
515117,HILLCREST HEALTHCARE CENTER,WV,90.0,87.5,0.9722222222222222,1,0,0,0,0,0,0,0,1,0,1,122.0,0,4.0,4.0,4.0,3.0,4.0,2.0,3.63315,0.69381,0.97941,1.95993,1.34652,9.0,76.0,76.0,68.0,0.0,0,0,0,0
515118,GLASGOW HILLS OF JOURNEY,WV,112.0,102.5,0.9151785714285714,0,1,0,0,0,0,0,0,1,0,1,22.0,0,2.0,1.0,1.0,5.0,5.0,5.0,3.29951,0.72916,0.69412,1.87623,1.57758,22.0,112.0,112.0,257.0,0.0,0,0,0,1
515120,RIVER OAKS HEALTHCARE CENTER,WV,120.0,117.1,0.9758333333333333,1,0,0,0,0,0,0,0,1,0,1,122.0,0,2.0,1.0,1.0,5.0,5.0,3.0,2.89885,0.37647,0.85071,1.67167,1.43827,33.0,232.0,232.0,211.0,0.0,0,0,0,0
515121,RAINELLE HEALTHCARE CENTER,WV,60.0,54.2,0.9033333333333334,1,0,0,0,0,0,0,0,1,0,1,122.0,0,4.0,4.0,3.0,3.0,4.0,1.0,3.84824,0.6497,1.05812,2.14042,1.45484,5.0,20.0,20.0,57.0,0.0,0,0,0,0
515122,KEYSER HEALTHCARE CENTER,WV,122.0,110.7,0.9073770491803279,0,1,0,0,0,0,0,0,1,0,1,122.0,0,2.0,2.0,2.0,3.0,5.0,1.0,3.60798,0.64783,0.76721,2.19294,1.43586,13.0,197.0,197.0,191.75,0.0,0,0,0,0
515123,WELLSBURG HEALTHCARE CENTER,WV,60.0,53.9,0.8983333333333333,0,1,0,0,0,0,0,0,1,0,1,122.0,0,5.0,5.0,2.0,5.0,5.0,3.0,3.34138,0.54511,0.92858,1.86769,1.57349,3.0,16.0,16.0,33.0,2.0,0,0,0,0
515124,Pendleton Manor,WV,89.0,82.7,0.9292134831460674,0,0,0,0,1,0,0,0,1,0,0,0.0,0,3.0,4.0,4.0,1.0,2.0,1.0,3.98684,0.5915,0.70756,2.68778,1.18981,7.0,48.0,48.0,48.0,0.0,0,0,0,0
515125,CAMERON HEALTHCARE CENTER,WV,60.0,54.2,0.9033333333333334,0,1,0,0,0,0,0,0,1,0,1,122.0,0,3.0,2.0,3.0,5.0,5.0,3.0,3.32658,0.47245,0.89467,1.95945,1.35093,10.0,127.0,191.0,153.25,0.0,0,0,0,1
515128,BRIGHTWOOD CENTER,WV,115.0,107.4,0.9339130434782609,0,1,0,0,0,0,0,0,1,0,1,191.0,0,1.0,1.0,1.0,3.0,5.0,1.0,3.16248,0.76012,0.73969,1.66267,1.55883,23.0,528.0,792.0,624.0,0.0,0,0,0,1
515129,MANSFIELD PLACE,WV,60.0,53.6,0.8933333333333333,0,0,0,0,1,0,0,0,1,1,0,0.0,0,4.0,4.0,4.0,4.0,4.0,3.0,3.66217,0.67521,0.68597,2.30099,1.31294,8.0,56.0,56.0,58.0,0.0,0,0,0,0
515130,STONE PEAR PAVILION,WV,60.0,56.6,0.9433333333333334,0,1,0,0,0,0,0,0,1,0,1,2.0,1,4.0,4.0,2.0,4.0,5.0,3.0,3.57491,0.52016,0.84641,2.20833,1.52508,12.0,64.0,64.0,60.0,0.0,0,0,0,0
515131,SISTERSVILLE CENTER,WV,68.0,62.1,0.913235294117647,0,1,0,0,0,0,0,0,1,0,1,191.0,0,1.0,1.0,2.0,3.0,4.0,3.0,3.05191,0.69176,0.49978,1.86037,1.41229,20.0,148.0,148.0,297.75,0.0,0,0,0,0
515133,ANSTED CENTER,WV,60.0,58.3,0.9716666666666666,1,0,0,0,0,0,0,0,1,0,1,191.0,0,2.0,2.0,3.0,3.0,5.0,1.0,2.93552,1.04296,0.49075,1.4018,1.57838,16.0,100.0,100.0,92.0,0.0,0,0,0,1
515134,MEADOWBROOK ACRES,WV,60.0,57.3,0.955,0,1,0,0,0,0,0,0,1,0,1,5.0,0,3.0,3.0,3.0,4.0,5.0,3.0,3.96816,0.59332,0.81509,2.55975,1.35764,16.0,84.0,84.0,92.0,1.0,0,0,0,0
515137,BERKELEY SPRINGS HEALTHCARE CENTER,WV,120.0,104.3,0.8691666666666666,0,1,0,0,0,0,0,0,1,0,1,122.0,0,2.0,2.0,2.0,4.0,5.0,3.0,3.29271,0.47496,0.94611,1.87164,1.37789,13.0,68.0,68.0,136.25,0.0,0,0,0,0
515140,TRINITY HEALTH CARE OF LOGAN,WV,120.0,108.6,0.9049999999999999,0,0,1,0,0,0,0,0,1,0,0,0.0,0,1.0,2.0,3.0,1.0,2.0,1.0,4.51924,0.65951,1.5539,2.30583,1.54029,14.0,84.0,84.0,163.0,0.0,0,0,0,1
515141,BRIDGEPORT HEALTHCARE CENTER,WV,60.0,59.2,0.9866666666666667,1,0,0,0,0,0,0,0,1,0,1,122.0,0,4.0,3.0,2.0,5.0,5.0,5.0,3.33592,0.5096,1.03173,1.79459,1.55951,12.0,56.0,56.0,82.25,0.0,0,0,0,0
515142,CLAY HEALTHCARE CENTER,WV,60.0,57.8,0.9633333333333333,0,1,0,0,0,0,0,0,1,0,1,122.0,0,3.0,2.0,3.0,5.0,5.0,3.0,3.9073,0.57489,1.05618,2.27623,1.41445,9.0,56.0,56.0,61.0,0.0,0,0,0,1
515144,LEWISBURG HEALTHCARE CENTER,WV,90.0,86.4,0.9600000000000001,0,1,0,0,0,0,0,0,1,0,1,122.0,0,3.0,3.0,3.0,4.0,5.0,4.0,3.37288,0.69833,0.85769,1.81686,1.3713,11.0,72.0,72.0,99.0,0.0,0,0,0,1
515146,MARMET CENTER,WV,90.0,87.1,0.9677777777777777,0,1,0,0,0,0,0,0,1,0,1,191.0,0,1.0,2.0,1.0,4.0,5.0,3.0,3.17709,0.4797,0.79784,1.89955,1.81432,20.0,132.0,132.0,170.75,0.0,0,0,0,0
515147,HIDDEN VALLEY CENTER,WV,80.0,76.8,0.96,0,1,0,0,0,0,0,0,1,0,1,191.0,0,1.0,2.0,1.0,4.0,5.0,2.0,3.17119,0.58476,1.09754,1.48888,1.50805,22.0,186.0,186.0,164.5,0.0,0,0,0,0
515151,GRANT REHABILITATION AND CARE CENTER,WV,110.0,86.7,0.7881818181818182,0,0,0,0,1,0,0,0,1,0,0,0.0,0,4.0,3.0,5.0,2.0,1.0,4.0,4.26035,0.71044,0.82231,2.72759,1.31092,15.0,128.0,128.0,114.0,0.0,0,0,0,0
515152,MONTGOMERY GENERAL ELDERLY CARE,WV,60.0,57.7,0.9616666666666667,0,1,0,0,0,0,0,0,1,0,0,0.0,0,3.0,3.0,4.0,2.0,2.0,3.0,4.01365,0.45605,0.8488,2.70879,1.18542,13.0,72.0,72.0,82.0,0.0,0,0,0,0
515153,FAYETTEVILLE HEALTHCARE CENTER,WV,60.0,57.0,0.95,0,1,0,0,0,0,0,0,1,0,1,122.0,0,3.0,2.0,2.0,5.0,5.0,3.0,3.53567,0.68558,0.94879,1.9013,1.55877,24.0,132.0,132.0,153.5,0.0,0,0,0,0
515155,PIERPONT CENTER AT FAIRMONT CAMPUS,WV,120.0,110.3,0.9191666666666667,0,1,0,0,0,0,0,0,1,0,1,191.0,0,2.0,2.0,2.0,4.0,5.0,2.0,2.91477,0.58544,0.56735,1.76198,1.50831,17.0,96.0,96.0,111.0,1.0,0,0,0,0
515156,WILLOW TREE HEALTHCARE CENTER,WV,104.0,100.5,0.9663461538461539,0,1,0,0,0,0,0,0,1,0,1,122.0,0,2.0,2.0,2.0,3.0,4.0,3.0,3.56011,0.51203,1.09822,1.94986,1.54058,13.0,64.0,64.0,95.0,0.0,0,0,0,1
515159,EAGLE POINTE HEALTHCARE CENTER,WV,164.0,114.5,0.698170731707317,0,1,0,0,0,0,0,0,1,0,1,122.0,0,2.0,2.0,4.0,4.0,3.0,5.0,3.81956,0.4693,1.11118,2.23908,1.32166,15.0,92.0,92.0,174.0,1.0,0,0,0,0
515160,CRESTVIEW MANOR HEALTHCARE,WV,72.0,67.1,0.9319444444444444,0,1,0,0,0,0,0,0,1,0,1,122.0,0,4.0,4.0,4.0,3.0,2.0,4.0,3.63928,0.56996,0.92116,2.14815,1.34535,7.0,48.0,48.0,53.0,4.0,0,0,0,0
515162,MCDOWELL HEALTHCARE CENTER,WV,120.0,91.3,0.7608333333333334,1,0,0,0,0,0,0,0,1,0,1,122.0,0,4.0,4.0,3.0,4.0,4.0,3.0,3.49458,0.40504,1.09856,1.99098,1.26564,9.0,48.0,48.0,59.0,0.0,0,0,0,0
515163,COMPLETE CARE AT DAWNVIEW LLC,WV,66.0,60.1,0.9106060606060606,1,0,0,0,0,0,0,0,1,0,1,85.0,0,3.0,3.0,2.0,4.0,4.0,5.0,3.81616,0.75944,0.50058,2.55613,1.69021,8.0,48.0,48.0,93.5,0.0,0,0,0,0
515164,WYOMING HEALTHCARE  CENTER,WV,60.0,55.7,0.9283333333333333,0,1,0,0,0,0,0,0,1,0,1,122.0,0,3.0,3.0,4.0,4.0,5.0,2.0,3.82663,0.82502,1.06661,1.935,1.36934,6.0,28.0,28.0,97.75,0.0,0,0,0,0
515165,WEBSTER HEALTHCARE CENTER,WV,60.0,58.8,0.98,1,0,0,0,0,0,0,0,1,0,1,122.0,0,5.0,5.0,4.0,5.0,5.0,3.0,3.99664,0.6309,1.09655,2.2692,1.43828,3.0,16.0,16.0,15.0,0.0,0,0,0,0
515166,CLARKSBURG HEALTHCARE CENTER,WV,110.0,93.8,0.8527272727272727,1,0,0,0,0,0,0,0,1,0,1,122.0,0,3.0,3.0,3.0,4.0,4.0,5.0,3.48018,0.5612,1.09595,1.82303,1.47152,11.0,64.0,64.0,65.0,0.0,0,0,0,0
515167,SHENANDOAH CENTER,WV,78.0,75.1,0.9628205128205127,0,1,0,0,0,0,0,0,1,0,1,191.0,0,1.0,1.0,2.0,4.0,3.0,4.0,3.11522,0.85288,0.36477,1.89757,1.66334,23.0,368.0,368.0,320.0,0.0,0,0,0,1
515168,WAYNE HEALTHCARE CENTER,WV,60.0,58.4,0.9733333333333333,0,1,0,0,0,0,0,0,1,0,1,122.0,0,4.0,4.0,3.0,4.0,4.0,3.0,3.68364,0.7789,0.78881,2.11593,1.4375,7.0,32.0,32.0,46.0,0.0,0,0,0,0
515169,VALLEY CENTER,WV,130.0,124.3,0.9561538461538461,0,0,0,1,0,0,0,0,1,0,1,191.0,0,5.0,4.0,2.0,5.0,5.0,4.0,3.21263,0.64239,0.86404,1.7062,1.56864,7.0,28.0,28.0,64.0,1.0,0,0,0,0
515170,SUMMERS HEALTHCARE CENTER,WV,120.0,105.9,0.8825000000000001,0,1,0,0,0,0,0,0,1,0,1,122.0,0,1.0,1.0,2.0,2.0,3.0,2.0,3.30917,0.50082,0.82152,1.98683,1.44452,27.0,274.0,411.0,392.75,4.0,0,0,0,1
515171,LINCOLN HEALTHCARE CENTER,WV,60.0,58.2,0.9700000000000001,0,1,0,0,0,0,0,0,1,0,1,122.0,0,5.0,5.0,3.0,5.0,5.0,3.0,3.49164,0.7746,0.81199,1.90506,1.45243,3.0,16.0,16.0,23.0,0.0,0,0,0,0
515173,E.A. HAWSE HEALTHCARE CENTER,WV,60.0,51.3,0.855,0,1,0,0,0,0,0,0,1,0,1,122.0,0,4.0,4.0,3.0,3.0,5.0,1.0,3.60807,0.69787,0.71779,2.19241,1.34174,11.0,56.0,56.0,51.0,0.0,0,0,0,0
515174,COMPLETE CARE AT OAK RIDGE LLC,WV,74.0,72.5,0.9797297297297297,0,1,0,0,0,0,0,0,1,0,1,85.0,0,3.0,3.0,2.0,3.0,4.0,2.0,3.52129,0.85982,0.58842,2.07305,1.51239,10.0,48.0,48.0,77.0,0.0,0,0,0,0
515175,LOGAN CENTER,WV,66.0,64.5,0.9772727272727273,0,0,0,1,0,0,0,0,1,0,1,191.0,0,3.0,3.0,2.0,4.0,5.0,2.0,3.40278,0.56549,0.94871,1.88858,1.662,15.0,100.0,100.0,91.0,0.0,1,0,0,0
515176,HAMPSHIRE CENTER,WV,62.0,60.8,0.9806451612903225,0,1,0,0,0,0,0,0,1,0,1,191.0,0,3.0,3.0,3.0,3.0,4.0,1.0,3.12898,0.59086,0.6912,1.84693,1.4915,10.0,64.0,64.0,85.0,0.0,0,0,0,0
515177,RAVENSWOOD VILLAGE,WV,62.0,60.1,0.9693548387096774,0,1,0,0,0,0,0,0,1,0,1,191.0,0,4.0,4.0,3.0,2.0,5.0,1.0,3.02889,0.91328,0.46832,1.64728,1.50159,8.0,52.0,52.0,55.0,0.0,0,0,0,0
515178,CARE HAVEN CENTER,WV,68.0,66.5,0.9779411764705882,0,1,0,0,0,0,0,0,1,0,1,191.0,0,5.0,4.0,3.0,5.0,5.0,5.0,3.227,0.79792,0.5258,1.90329,1.54176,6.0,40.0,40.0,44.0,0.0,0,0,0,0
515179,CANTERBURY CENTER,WV,62.0,58.4,0.9419354838709677,0,1,0,0,0,0,0,0,1,0,1,191.0,0,3.0,2.0,2.0,5.0,5.0,4.0,3.45251,1.09479,0.40703,1.95068,1.60025,22.0,108.0,108.0,130.0,2.0,0,0,0,0
515180,BRAXTON HEALTHCARE CENTER,WV,65.0,62.4,0.96,0,1,0,0,0,0,0,0,1,0,1,122.0,0,5.0,5.0,2.0,3.0,5.0,2.0,3.51072,0.44623,1.07482,1.98967,1.38698,5.0,24.0,24.0,34.0,0.0,0,0,0,0
515181,OHIO VALLEY HEALTH CARE,WV,66.0,59.5,0.9015151515151515,0,1,0,0,0,0,0,0,1,0,1,7.0,0,1.0,3.0,1.0,1.0,1.0,1.0,3.82797,0.41321,0.92116,2.4936,1.44012,11.0,123.0,123.0,101.25,0.0,0,0,0,0
515182,MILETREE CENTER,WV,62.0,56.3,0.9080645161290322,0,1,0,0,0,0,0,0,1,0,1,191.0,0,4.0,4.0,2.0,3.0,4.0,2.0,3.24415,0.55131,0.72466,1.96818,1.58806,10.0,44.0,44.0,54.0,0.0,0,0,0,0
515183,POCAHONTAS CENTER,WV,68.0,57.7,0.848529411764706,0,1,0,0,0,0,0,0,1,0,1,191.0,0,2.0,1.0,1.0,5.0,5.0,3.0,3.02529,0.50167,0.75175,1.77188,1.51172,21.0,241.0,241.0,263.0,0.0,0,0,0,0
515184,PINE VIEW NURSING AND REHABILITATION CENTER,WV,56.0,48.4,0.8642857142857142,0,1,0,0,0,0,0,0,1,0,1,191.0,0,3.0,3.0,1.0,5.0,5.0,5.0,3.1722,0.52519,0.90837,1.73864,1.61949,13.0,64.0,64.0,75.0,0.0,0,0,0,0
515185,SENECA TRAIL HEALTHCARE CENTER,WV,80.0,76.8,0.96,0,1,0,0,0,0,0,0,1,0,1,122.0,0,4.0,3.0,3.0,5.0,5.0,4.0,3.651,0.65921,1.14718,1.84461,1.49729,9.0,44.0,44.0,98.75,0.0,0,0,0,0
515186,BLUESTONE HEALTH AND REHABILITATION,WV,60.0,57.8,0.9633333333333333,1,0,0,0,0,0,0,0,1,0,1,43.0,0,1.0,2.0,1.0,3.0,5.0,1.0,2.9533,0.44125,1.03426,1.47778,1.44047,33.0,228.0,228.0,201.0,4.0,0,0,0,1
515187,PRINCETON HEALTH CARE CENTER,WV,120.0,116.3,0.9691666666666666,0,0,0,0,1,0,0,0,1,0,0,0.0,0,2.0,3.0,4.0,1.0,1.0,1.0,4.27101,0.47826,1.03535,2.7574,1.38219,19.0,112.0,112.0,100.0,0.0,0,0,0,0
515188,LINDSIDE HEALTHCARE CENTER,WV,60.0,55.7,0.9283333333333333,0,0,0,1,0,0,0,0,1,0,1,122.0,0,4.0,3.0,4.0,5.0,5.0,5.0,3.95414,0.98268,0.65896,2.3125,1.35339,12.0,68.0,68.0,77.0,3.0,0,0,0,0
515189,FAIRMONT REHABILITATION AND HEALTHCARE CENTER LLC,WV,120.0,99.8,0.8316666666666667,1,0,0,0,0,0,0,0,1,0,0,0.0,0,1.0,1.0,1.0,2.0,2.0,3.0,2.76658,0.27119,0.76468,1.73071,1.65741,24.0,457.0,457.0,377.75,0.0,0,1,0,1
515191,BELMONT HEALTHCARE CENTER,WV,68.0,61.3,0.901470588235294,1,0,0,0,0,0,0,0,1,0,1,122.0,0,3.0,3.0,1.0,5.0,4.0,5.0,3.10937,0.46878,0.82544,1.81515,1.40596,5.0,32.0,32.0,108.0,0.0,0,0,0,0
515192,CABELL HEALTHCARE CENTER,WV,90.0,87.6,0.9733333333333333,1,0,0,0,0,0,0,0,1,0,1,122.0,0,4.0,4.0,4.0,4.0,4.0,3.0,3.64172,0.95854,0.69503,1.98816,1.49003,6.0,24.0,24.0,38.0,0.0,0,0,0,0
515193,"ARTHUR B HODGES CENTER, THE",WV,20.0,18.8,0.9400000000000001,0,0,0,0,1,0,0,0,0,0,0,0.0,1,5.0,5.0,5.0,2.0,2.0,3.0,5.44387,1.67611,0.56319,3.20457,1.32118,5.0,24.0,24.0,28.0,0.0,0,0,0,0
515194,MAPLEWOOD HEALTHCARE CENTER,WV,77.0,74.8,0.9714285714285714,0,1,0,0,0,0,0,0,1,0,1,122.0,0,3.0,3.0,3.0,4.0,4.0,3.0,3.6615,0.69252,0.89057,2.0784,1.41574,14.0,92.0,92.0,101.0,0.0,0,0,0,0
515195,ELIZABETH CARE CENTER,WV,36.0,33.6,0.9333333333333333,1,0,0,0,0,0,0,0,1,0,1,4.0,0,5.0,5.0,4.0,3.0,5.0,1.0,3.47464,0.8963,0.89921,1.67913,1.22727,3.0,20.0,20.0,24.0,0.0,0,0,0,0
515196,NELLA'S AT AUTUMN LAKE HEALTHCARE,WV,100.0,97.5,0.975,1,0,0,0,0,0,0,0,1,0,1,60.0,0,2.0,1.0,3.0,5.0,5.0,5.0,3.17322,0.51986,0.72536,1.928,1.26765,17.0,299.0,299.0,254.25,0.0,0,0,0,0
515197,AUTUMN LAKE HEALTHCARE AT CRYSTAL SPRINGS,WV,84.0,81.2,0.9666666666666667,0,1,0,0,0,0,0,0,1,0,1,60.0,0,1.0,2.0,1.0,2.0,3.0,1.0,3.56072,0.38515,1.00948,2.16608,1.47428,18.0,96.0,96.0,131.0,0.0,0,0,0,0
515199,SUMMERSVILLE HEALTHCARE CENTER,WV,90.0,89.1,0.99,0,1,0,0,0,0,0,0,1,0,1,122.0,0,3.0,3.0,4.0,4.0,4.0,3.0,3.89649,0.67869,1.06921,2.1486,1.43881,11.0,76.0,76.0,111.5,0.0,0,0,0,0
515200,FAIRMONT MEDICAL CENTER,WV,30.0,28.0,0.9333333333333333,0,0,0,0,1,0,0,0,0,1,1,7.0,0,5.0,5.0,5.0,5.0,4.0,5.0,7.15561,1.87107,2.42064,2.86389,1.56764,1.0,4.0,4.0,8.0,0.0,0,0,0,0
51A013,MINNIE HAMILTON HEALTH CARE,WV,24.0,22.5,0.9375,0,0,0,0,1,0,0,0,0,1,0,0.0,0,3.0,4.0,1.0,2.0,2.0,3.0,4.75763,0.41876,1.50134,2.83753,1.34265,5.0,24.0,24.0,57.0,0.0,0,0,0,0
51E109,Majestic Care of Beckley,WV,199.0,49.0,0.24623115577889448,0,0,0,0,0,0,0,1,0,0,0,0.0,0,2.0,2.0,4.0,2.0,2.0,3.0,4.08644,0.53201,1.13867,2.41575,1.16934,12.0,76.0,76.0,74.0,1.0,0,0,0,1
51E124,Majestic Care of Lakin,WV,136.0,59.3,0.4360294117647059,0,0,0,0,0,0,0,1,0,0,0,0.0,0,1.0,1.0,1.0,4.0,4.0,3.0,3.21734,0.75551,0.48318,1.97865,1.14368,18.0,249.0,249.0,203.75,0.0,0,0,0,1
51E148,Majestic Care of Hopemont,WV,98.0,47.8,0.4877551020408163,0,0,0,0,0,0,0,1,0,0,0,0.0,0,1.0,1.0,1.0,3.0,3.0,3.0,2.38338,0.21381,0.57612,1.59346,1.10841,16.0,120.0,120.0,243.0,0.0,0,0,0,0
51E150,WAR MEMORIAL HOSPITAL,WV,16.0,15.1,0.94375,0,0,0,0,1,0,0,0,0,1,0,0.0,0,5.0,5.0,5.0,5.0,5.0,3.0,5.51043,1.20754,1.01119,3.2917,1.1977,1.0,4.0,4.0,9.0,0.0,0,0,0,0
51E154,MAIN STREET CARE,WV,34.0,31.7,0.9323529411764706,0,0,0,0,1,0,0,0,0,0,0,0.0,0,4.0,4.0,3.0,3.0,3.0,3.0,3.89508,0.34743,1.35362,2.19403,1.30404,6.0,56.0,56.0,60.0,0.0,0,0,0,0
525019,"DEERFIELD CARE CENTER, LLC",WI,50.0,44.6,0.892,0,0,0,0,1,0,0,0,1,0,1,20.0,0,5.0,4.0,5.0,3.0,2.0,4.0,4.16216,1.44706,0.25615,2.45894,1.2367,3.0,24.0,24.0,28.0,0.0,0,0,0,0
525061,LINCOLN PARK NURSING AND REHAB LLC,WI,122.0,72.9,0.5975409836065574,0,0,1,0,0,0,0,0,1,0,1,10.0,0,1.0,1.0,3.0,3.0,4.0,1.0,4.0119,0.81445,0.9454,2.25206,1.56328,22.0,254.0,254.0,228.5,0.0,0,0,0,1
525064,LINDENGROVE NEW BERLIN,WI,110.0,84.0,0.7636363636363637,0,0,0,0,0,0,1,0,1,0,0,0.0,1,1.0,1.0,3.0,3.0,2.0,4.0,3.33177,0.59153,0.57786,2.16237,1.34804,13.0,128.0,192.0,223.0,0.0,0,0,0,1
525069,MAPLEWOOD CENTER,WI,150.0,116.6,0.7773333333333333,0,0,0,0,1,0,0,0,1,0,0,0.0,1,1.0,1.0,4.0,2.0,1.0,2.0,4.9321,0.83645,1.53476,2.56089,1.55334,26.0,361.0,361.0,394.5,0.0,0,0,0,1
525074,MADISON HEALTH AND REHABILITATION CENTER,WI,83.0,68.5,0.8253012048192772,1,0,0,0,0,0,0,0,1,0,1,21.0,0,3.0,3.0,3.0,4.0,4.0,3.0,3.79556,0.59575,1.1497,2.05011,1.23545,6.0,36.0,36.0,175.75,0.0,0,0,0,1
525085,EASTCASTLE PL BRADFORD TER CONV CTR,WI,40.0,44.9,1.1225,0,0,0,0,1,0,0,0,1,0,0,0.0,1,5.0,5.0,4.0,5.0,5.0,5.0,4.90763,0.84143,1.00834,3.05786,1.35391,3.0,12.0,12.0,9.0,0.0,0,0,0,1
525088,EDGEWATER HAVEN NURSING HOME,WI,50.0,47.6,0.9520000000000001,0,0,0,0,0,0,0,1,1,0,0,0.0,0,4.0,4.0,4.0,4.0,4.0,4.0,4.14323,1.11824,0.52842,2.49658,1.4301,4.0,20.0,20.0,26.0,0.0,0,0,0,0
525098,WAUNAKEE VALLEY SENIOR LIVING,WI,94.0,56.6,0.6021276595744681,0,1,0,0,0,0,0,0,1,0,1,125.0,1,4.0,3.0,2.0,5.0,5.0,5.0,3.52149,0.59652,0.88799,2.03698,1.39547,5.0,20.0,20.0,58.75,0.0,0,0,0,1
525108,RESOLVE AT WEST ALLIS RESPIRATORY AND REHAB,WI,152.0,73.6,0.4842105263157894,1,0,0,0,0,0,0,0,1,0,0,0.0,0,1.0,1.0,1.0,2.0,4.0,1.0,4.84469,0.76904,1.70437,2.37128,1.96257,19.0,92.0,92.0,194.75,0.0,0,0,0,1
525114,SAUK CO HEALTH CARE CENTER,WI,82.0,52.8,0.6439024390243903,0,0,0,0,0,0,0,1,1,0,0,0.0,0,1.0,1.0,4.0,1.0,1.0,1.0,4.79116,1.02106,0.68703,3.08306,1.19582,10.0,131.0,131.0,159.5,0.0,0,0,0,0
